,car,price,body,mileage,engV,engType,registration,year,model,drive,engV_cat,age,age_Group,price_cat,mpy,mpy_cat
8741,Porsche,55555.0,crossover,75.0,4.8,Petrol,yes,2011,Cayenne,full,High,5,3-6,High,15.0,Moderate
8742,Peugeot,10700.0,vagon,85.0,1.6,Gas,yes,2011,3008,front,Low,5,3-6,Moderate,17.0,High
8743,Opel,2754.0,hatch,297.0,1.0,Gas,yes,2000,Corsa,front,Low,16,10-29,Low,18.56,High
8744,VAZ,1299.0,vagon,78.0,1.5,Gas,yes,1996,2104,rear,Low,20,10-29,Low,3.9,Low
8745,Mitsubishi,22900.0,crossover,69.0,2.4,Petrol,yes,2014,Outlander XL,full,Moderate,2,1-3,Moderate,34.5,Extreme
8746,Mitsubishi,22900.0,crossover,69.0,2.4,Petrol,yes,2014,Outlander,full,Moderate,2,1-3,Moderate,34.5,Extreme
8747,Peugeot,9900.0,hatch,63.0,1.6,Diesel,yes,2012,308,front,Low,4,3-6,Low,15.75,High
8748,Mercedes-Benz,11500.0,van,307.0,2.2,Diesel,yes,2007,Vito пасс.,rear,Moderate,9,6-10,Moderate,34.11,Extreme
8749,Skoda,8300.0,sedan,271.0,1.8,Petrol,yes,2008,Superb,front,Low,8,6-10,Low,33.88,Extreme
8750,Honda,3500.0,sedan,100.0,2.4,Other,no,2007,Accord,front,Moderate,9,6-10,Low,11.11,Moderate
8751,Aston Martin,125000.0,sedan,12.0,6.0,Petrol,yes,2011,Rapide,rear,High,5,3-6,Extreme,2.4,Low
8752,Infiniti,26300.0,crossover,120.0,3.5,Other,yes,2009,FX 35,full,Moderate,7,6-10,Moderate,17.14,High
8753,Audi,33900.0,sedan,58.0,2.0,Petrol,yes,2014,A5,full,Low,2,1-3,Moderate,29.0,Extreme
8754,Mercedes-Benz,50800.0,crossover,30.0,3.5,Diesel,yes,2013,ML 350,full,Moderate,3,1-3,High,10.0,Low
8755,Dodge,81000.0,other,1.0,3.0,Diesel,yes,2016,RAM,full,Moderate,0,0-1,High,0.0,Low
8756,Audi,98000.0,other,12.0,5.2,Petrol,yes,2012,R8,full,High,4,3-6,High,3.0,Low
8757,Mercedes-Benz,60000.0,crossover,140.0,5.5,Gas,yes,2008,G 55 AMG,full,High,8,6-10,High,17.5,High
8758,Lexus,50500.0,crossover,9.0,2.0,Petrol,yes,2016,NX 200,full,Low,0,0-1,High,0.0,Low
8759,BMW,30000.0,sedan,78.0,3.8,Petrol,yes,1993,M5,rear,Moderate,23,10-29,Moderate,3.39,Low
8760,Mercedes-Benz,63000.0,crossover,86.0,5.5,Petrol,yes,2009,G 55 AMG,full,High,7,6-10,High,12.29,Moderate
8761,BMW,1900.0,vagon,285.0,2.5,Diesel,no,1997,525,rear,Moderate,19,10-29,Low,15.0,Moderate
8762,Skoda,11700.0,sedan,190.0,1.8,Gas,yes,2008,Octavia Tour,front,Low,8,6-10,Moderate,23.75,High
8763,Opel,5600.0,sedan,170.0,3.2,Petrol,yes,2002,Omega,rear,Moderate,14,10-29,Low,12.14,Moderate
8764,Ford,10200.0,vagon,115.0,1.6,Petrol,yes,2012,Focus,front,Low,4,3-6,Moderate,28.75,Extreme
8765,Renault,6299.0,van,66.0,1.5,Diesel,yes,2012,Kangoo груз.,front,Low,4,3-6,Low,16.5,High
8766,Volkswagen,5000.0,hatch,190.0,1.65,Petrol,yes,1998,Golf IV,front,Low,18,10-29,Low,10.56,Moderate
8767,Daewoo,2500.0,sedan,360.0,2.0,Petrol,yes,1998,Espero,front,Low,18,10-29,Low,20.0,High
8768,Chevrolet,6200.0,hatch,70.0,1.6,Petrol,yes,2009,Lacetti,front,Low,7,6-10,Low,10.0,Low
8769,Volkswagen,4000.0,crossover,137.0,2.5,Diesel,no,2004,Touareg,full,Moderate,12,10-29,Low,11.42,Moderate
8770,Ford,16000.0,van,26.0,1.6,Diesel,yes,2014,Tourneo Connect пасс.,front,Low,2,1-3,Moderate,13.0,Moderate
8771,Kia,3400.0,sedan,140.0,1.3,Petrol,yes,2002,Rio,front,Low,14,10-29,Low,10.0,Low
8773,Ford,7099.0,sedan,182.0,2.0,Petrol,yes,2006,Mondeo,front,Low,10,6-10,Low,18.2,High
8774,Toyota,8200.0,crossover,200.0,2.0,Gas,yes,2002,Rav 4,full,Low,14,10-29,Low,14.29,Moderate
8775,VAZ,3300.0,sedan,170.0,1.5,Gas,yes,2005,21099,front,Low,11,10-29,Low,15.45,High
8776,Renault,7300.0,van,125.0,1.5,Diesel,yes,2012,Kangoo груз.,front,Low,4,3-6,Low,31.25,Extreme
8777,BMW,5500.0,sedan,200.0,3.5,Gas,yes,1998,535,rear,Moderate,18,10-29,Low,11.11,Moderate
8778,Renault,7300.0,van,154.0,1.5,Diesel,yes,2012,Kangoo груз.,front,Low,4,3-6,Low,38.5,Extreme
8779,VAZ,2300.0,hatch,15.0,1.5,Petrol,yes,1994,2108,front,Low,22,10-29,Low,0.68,Low
8780,Renault,6700.0,van,102.0,1.5,Diesel,yes,2012,Kangoo груз.,front,Low,4,3-6,Low,25.5,Extreme
8781,VAZ,2700.0,sedan,135.0,1.5,Gas,yes,2005,2109,front,Low,11,10-29,Low,12.27,Moderate
8782,Renault,7200.0,van,101.0,1.5,Diesel,yes,2012,Kangoo груз.,front,Low,4,3-6,Low,25.25,Extreme
8783,Mercedes-Benz,5500.0,sedan,360.0,2.0,Gas,yes,1994,E-Class,rear,Low,22,10-29,Low,16.36,High
8784,Renault,7100.0,van,171.0,1.5,Diesel,yes,2013,Kangoo груз.,front,Low,3,1-3,Low,57.0,Extreme
8785,Hyundai,17599.0,crossover,58.0,2.0,Petrol,yes,2011,IX35,front,Low,5,3-6,Moderate,11.6,Moderate
8786,Renault,6700.0,van,160.0,1.5,Diesel,yes,2012,Kangoo груз.,front,Low,4,3-6,Low,40.0,Extreme
8787,SsangYong,11699.0,crossover,130.0,2.7,Diesel,yes,2008,Rexton II,full,Moderate,8,6-10,Moderate,16.25,High
8788,Renault,7150.0,van,142.0,1.5,Diesel,yes,2012,Kangoo груз.,front,Low,4,3-6,Low,35.5,Extreme
8789,Renault,7800.0,van,139.0,1.5,Diesel,yes,2013,Kangoo груз.,front,Low,3,1-3,Low,46.33,Extreme
8790,Renault,7200.0,van,146.0,1.5,Diesel,yes,2012,Kangoo груз.,front,Low,4,3-6,Low,36.5,Extreme
8791,Renault,6700.0,van,118.0,1.5,Diesel,yes,2012,Kangoo груз.,front,Low,4,3-6,Low,29.5,Extreme
8792,Renault,7200.0,van,123.0,1.5,Diesel,yes,2012,Kangoo груз.,front,Low,4,3-6,Low,30.75,Extreme
8793,Nissan,8399.0,sedan,34.0,1.6,Petrol,yes,2008,TIIDA,front,Low,8,6-10,Low,4.25,Low
8794,Skoda,7500.0,hatch,63.0,1.2,Petrol,yes,2012,Fabia,front,Low,4,3-6,Low,15.75,High
8795,Opel,10800.0,van,136.0,2.0,Diesel,yes,2012,Vivaro груз.,front,Low,4,3-6,Moderate,34.0,Extreme
8796,Hyundai,7400.0,hatch,59.0,1.4,Petrol,yes,2008,Getz,front,Low,8,6-10,Low,7.38,Low
8797,Opel,5400.0,sedan,185.0,2.0,Petrol,yes,1998,Vectra B,front,Low,18,10-29,Low,10.28,Moderate
8798,Kia,6900.0,sedan,79.0,1.4,Other,yes,2010,Rio,front,Low,6,3-6,Low,13.17,Moderate
8799,Volkswagen,7700.0,van,157.0,1.9,Diesel,yes,2006,Caddy пасс.,front,Low,10,6-10,Low,15.7,High
8800,Hyundai,36500.0,crossover,0.0,2.0,Diesel,yes,2016,Tucson,full,Low,0,0-1,Moderate,0.0,Low
8801,Volvo,40300.0,crossover,2.0,2.0,Diesel,yes,2016,XC60,front,Low,0,0-1,Moderate,0.0,Low
8802,Renault,7850.0,van,187.0,1.5,Diesel,yes,2010,Kangoo пасс.,front,Low,6,3-6,Low,31.17,Extreme
8803,Mercedes-Benz,159999.0,other,0.0,3.0,Petrol,yes,2016,S 400,full,Moderate,0,0-1,Extreme,0.0,Low
8804,Hyundai,2100.0,crossover,230.0,2.5,Diesel,no,1998,Galloper,full,Moderate,18,10-29,Low,12.78,Moderate
8805,Skoda,7000.0,hatch,89.0,1.4,Petrol,yes,2010,Fabia,front,Low,6,3-6,Low,14.83,Moderate
8806,Kia,8500.0,hatch,120.0,1.6,Diesel,yes,2008,Ceed,front,Low,8,6-10,Low,15.0,Moderate
8807,Porsche,20700.0,crossover,153.0,4.8,Petrol,yes,2007,Cayenne,full,High,9,6-10,Moderate,17.0,High
8808,Volkswagen,16950.0,sedan,38.0,2.0,Diesel,yes,2014,Jetta,front,Low,2,1-3,Moderate,19.0,High
8809,BMW,7100.0,sedan,313.0,2.0,Gas,yes,1997,520,rear,Low,19,10-29,Low,16.47,High
8810,Lexus,21900.0,crossover,160.0,4.7,Petrol,yes,2004,GX,full,High,12,10-29,Moderate,13.33,Moderate
8811,Land Rover,103999.0,crossover,39.0,5.0,Other,yes,2013,Range Rover,full,High,3,1-3,Extreme,13.0,Moderate
8812,Opel,5400.0,vagon,213.0,1.7,Diesel,yes,2004,Combo пасс.,front,Low,12,10-29,Low,17.75,High
8813,VAZ,3800.0,sedan,98.0,1.6,Petrol,yes,2006,2110,front,Low,10,6-10,Low,9.8,Low
8814,UAZ,2500.0,crossover,1.0,2.4,Petrol,yes,1995,31512,full,Moderate,21,10-29,Low,0.05,Low
8815,Toyota,29000.0,vagon,60.0,2.2,Diesel,yes,2013,Rav 4,full,Moderate,3,1-3,Moderate,20.0,High
8816,ЛUAZ,3500.0,crossover,37.0,1.2,Gas,yes,1994,1302,full,Low,22,10-29,Low,1.68,Low
8817,VAZ,2500.0,hatch,57.0,1.5,Petrol,yes,2001,2109,front,Low,15,10-29,Low,3.8,Low
8818,Nissan,16700.0,crossover,79.0,2.0,Gas,yes,2012,Qashqai,full,Low,4,3-6,Moderate,19.75,High
8819,VAZ,3500.0,sedan,165.0,1.5,Petrol,yes,2007,2110,front,Low,9,6-10,Low,18.33,High
8820,BMW,8999.0,sedan,270.0,2.8,Petrol,yes,1998,528,rear,Moderate,18,10-29,Low,15.0,Moderate
8821,Audi,2800.0,sedan,230.0,2.8,Petrol,yes,1997,A8,front,Moderate,19,10-29,Low,12.11,Moderate
8822,Citroen,6300.0,van,137.0,2.0,Gas,yes,2003,Xsara Picasso,front,Low,13,10-29,Low,10.54,Moderate
8823,Nissan,16700.0,crossover,79.0,2.0,Gas,yes,2012,Qashqai+2,full,Low,4,3-6,Moderate,19.75,High
8825,Mitsubishi,8100.0,sedan,112.0,2.4,Petrol,yes,2007,Galant,front,Moderate,9,6-10,Low,12.44,Moderate
8826,Toyota,1750.0,hatch,270.0,1.6,Petrol,yes,1985,Corolla,front,Low,31,30+,Low,8.71,Low
8827,Land Rover,44500.0,crossover,64.0,5.0,Petrol,yes,2011,Range Rover Sport,full,High,5,3-6,Moderate,12.8,Moderate
8828,Nissan,25800.0,crossover,96.0,1.6,Diesel,yes,2014,Qashqai,front,Low,2,1-3,Moderate,48.0,Extreme
8829,Honda,40900.0,crossover,0.0,1.6,Diesel,yes,2016,CR-V,full,Low,0,0-1,Moderate,0.0,Low
8832,Renault,7700.0,van,128.0,1.5,Diesel,yes,2012,Kangoo груз.,front,Low,4,3-6,Low,32.0,Extreme
8835,Kia,2800.0,sedan,250.0,1.8,Petrol,yes,1997,Clarus,front,Low,19,10-29,Low,13.16,Moderate
8836,Chevrolet,4300.0,crossover,150.0,1.7,Petrol,yes,2004,Niva,full,Low,12,10-29,Low,12.5,Moderate
8837,ZAZ,6400.0,hatch,100.0,1.4,Petrol,yes,2012,Vida,front,Low,4,3-6,Low,25.0,High
8838,Mercedes-Benz,8800.0,other,575.0,2.2,Diesel,yes,2006,Sprinter 313 груз.,rear,Moderate,10,6-10,Low,57.5,Extreme
8839,Volkswagen,3800.0,sedan,300.0,2.8,Gas,yes,1996,Passat B4,front,Moderate,20,10-29,Low,15.0,Moderate
8840,Volkswagen,1450.0,van,100.0,1.6,Diesel,yes,1988,T3 (Transporter),front,Low,28,10-29,Low,3.57,Low
8841,BMW,47300.0,crossover,10.0,2.0,Diesel,yes,2016,X3,full,Low,0,0-1,Moderate,0.0,Low
8842,VAZ,3600.0,hatch,62.0,1.6,Petrol,yes,2008,21093,front,Low,8,6-10,Low,7.75,Low
8843,BMW,3990.0,sedan,350.0,2.5,Petrol,yes,1995,525,rear,Moderate,21,10-29,Low,16.67,High
8844,Ford,3900.0,other,260.0,2.2,Petrol,yes,1991,Probe,front,Moderate,25,10-29,Low,10.4,Moderate
8845,Chrysler,3900.0,van,400.0,2.5,Diesel,no,2003,Grand Voyager,front,Moderate,13,10-29,Low,30.77,Extreme
8846,Peugeot,8200.0,hatch,34.0,1.0,Petrol,yes,2013,107,front,Low,3,1-3,Low,11.33,Moderate
8847,Opel,4699.0,sedan,302.0,2.5,Gas,yes,1997,Omega,rear,Moderate,19,10-29,Low,15.89,High
8848,Dacia,1852.5,sedan,200.0,1.4,Petrol,yes,2003,Solenza,front,Low,13,10-29,Low,15.38,High
8849,Volkswagen,5000.0,sedan,81.0,2.0,Other,no,2013,Passat B7,front,Low,3,1-3,Low,27.0,Extreme
8851,Nissan,2900.0,sedan,300.0,2.0,Petrol,yes,1995,Primera,front,Low,21,10-29,Low,14.29,Moderate
8852,Peugeot,7700.0,hatch,39.0,1.0,Petrol,yes,2012,107,front,Low,4,3-6,Low,9.75,Low
8853,Mercedes-Benz,7000.0,sedan,230.0,2.0,Gas,yes,2000,E-Class,rear,Low,16,10-29,Low,14.38,Moderate
8854,Daewoo,3900.0,sedan,123.0,1.5,Gas,yes,2007,Lanos,front,Low,9,6-10,Low,13.67,Moderate
8855,Geely,3200.0,sedan,23.0,1.5,Other,yes,2013,CK,front,Low,3,1-3,Low,7.67,Low
8856,Mazda,7500.0,hatch,144.0,1.6,Petrol,yes,2006,3,front,Low,10,6-10,Low,14.4,Moderate
8857,Nissan,17900.0,crossover,115.0,2.5,Diesel,yes,2009,Pathfinder,full,Moderate,7,6-10,Moderate,16.43,High
8858,Renault,13600.0,van,195.0,1.5,Diesel,yes,2013,Grand Scenic,front,Low,3,1-3,Moderate,65.0,Extreme
8859,Renault,10900.0,vagon,180.0,1.5,Diesel,yes,2012,Megane,front,Low,4,3-6,Moderate,45.0,Extreme
8860,Toyota,14900.0,crossover,124.0,4.0,Petrol,yes,2006,Fortuner,full,Moderate,10,6-10,Moderate,12.4,Moderate
8861,Hyundai,11999.0,vagon,55.0,1.6,Diesel,yes,2012,i30,front,Low,4,3-6,Moderate,13.75,Moderate
8862,Mitsubishi,2020.0,other,90.0,2.5,Other,no,2008,L 200,full,Moderate,8,6-10,Low,11.25,Moderate
8863,Opel,1399.0,vagon,267.0,1.7,Diesel,no,1998,Astra G,front,Low,18,10-29,Low,14.83,Moderate
8864,Audi,18800.0,crossover,197.0,4.2,Petrol,yes,2007,Q7,full,High,9,6-10,Moderate,21.89,High
8865,Hyundai,5850.0,crossover,20.0,2.0,Diesel,yes,2014,IX35,full,Low,2,1-3,Low,10.0,Low
8866,Porsche,20500.0,crossover,195.0,3.6,Other,yes,2007,Cayenne,full,Moderate,9,6-10,Moderate,21.67,High
8867,Geely,5350.0,hatch,51.0,1.5,Petrol,yes,2012,MK Cross,front,Low,4,3-6,Low,12.75,Moderate
8868,Volkswagen,2850.0,vagon,450.0,1.6,Diesel,yes,1988,Passat B2,front,Low,28,10-29,Low,16.07,High
8869,Honda,15200.0,other,90.0,3.5,Gas,yes,2008,Accord,front,Moderate,8,6-10,Moderate,11.25,Moderate
8870,Kia,8400.0,hatch,94.0,1.6,Diesel,yes,2007,Ceed,front,Low,9,6-10,Low,10.44,Moderate
8872,Mercedes-Benz,169000.0,van,1.0,3.0,Diesel,yes,2014,Sprinter 319 пасс.,full,Moderate,2,1-3,Extreme,0.5,Low
8873,Nissan,3800.0,hatch,21.0,1.0,Other,no,2013,Leaf,front,Low,3,1-3,Low,7.0,Low
8874,Daewoo,3950.0,sedan,67.0,1.3,Petrol,yes,2010,Sens,front,Low,6,3-6,Low,11.17,Moderate
8875,Mazda,13300.0,crossover,122.0,2.3,Gas,yes,2010,CX-7,full,Moderate,6,3-6,Moderate,20.33,High
8876,Geely,4250.0,sedan,80.0,1.6,Petrol,yes,2008,MK,front,Low,8,6-10,Low,10.0,Low
8877,VAZ,666.9,sedan,70.0,1.3,Petrol,yes,1983,2101,rear,Low,33,30+,Low,2.12,Low
8878,Opel,7900.0,vagon,100.0,1.3,Diesel,yes,2010,Astra H,front,Low,6,3-6,Low,16.67,High
8879,Ford,8000.0,sedan,107.0,1.6,Petrol,yes,2008,Focus,front,Low,8,6-10,Low,13.38,Moderate
8880,VAZ,3650.0,vagon,118.0,1.6,Petrol,yes,2006,2111,front,Low,10,6-10,Low,11.8,Moderate
8881,Hyundai,5700.0,sedan,118.0,1.4,Petrol,yes,2007,Accent,front,Low,9,6-10,Low,13.11,Moderate
8882,VAZ,3500.0,sedan,108.0,1.6,Petrol,yes,2008,2115,front,Low,8,6-10,Low,13.5,Moderate
8884,Kia,8500.0,sedan,117.0,2.0,Diesel,yes,2007,Magentis,front,Low,9,6-10,Low,13.0,Moderate
8885,SsangYong,8500.0,other,102.0,2.0,Diesel,yes,2009,Actyon Sports,full,Low,7,6-10,Low,14.57,Moderate
8886,Ford,10000.0,hatch,19.0,1.0,Petrol,yes,2013,Fiesta,front,Low,3,1-3,Low,6.33,Low
8887,Renault,6750.0,van,155.0,1.5,Diesel,yes,2012,Kangoo груз.,front,Low,4,3-6,Low,38.75,Extreme
8888,BMW,55500.0,crossover,90.0,3.0,Diesel,yes,2013,X5 M,full,Moderate,3,1-3,High,30.0,Extreme
8889,Skoda,12555.0,sedan,116.0,1.8,Petrol,yes,2009,Superb,front,Low,7,6-10,Moderate,16.57,High
8890,Daewoo,3500.0,sedan,341.0,2.0,Petrol,yes,1996,Espero,front,Low,20,10-29,Low,17.05,High
8891,Volkswagen,35999.0,crossover,84.0,3.0,Diesel,yes,2011,Touareg,full,Moderate,5,3-6,Moderate,16.8,High
8892,Kia,14777.0,crossover,119.0,2.5,Diesel,yes,2009,Sorento,full,Moderate,7,6-10,Moderate,17.0,High
8893,BMW,22500.0,sedan,179.0,3.0,Diesel,yes,2007,730,rear,Moderate,9,6-10,Moderate,19.89,High
8894,Volkswagen,6250.0,hatch,170.0,1.4,Petrol,yes,2001,Golf IV,front,Low,15,10-29,Low,11.33,Moderate
8895,Mitsubishi,18999.0,crossover,121.0,3.8,Gas,yes,2008,Pajero Wagon,full,Moderate,8,6-10,Moderate,15.12,High
8896,VAZ,1240.0,vagon,12.0,1.5,Petrol,yes,1998,2104,rear,Low,18,10-29,Low,0.67,Low
8897,Daewoo,4950.0,sedan,65.0,1.5,Petrol,yes,2012,Lanos,front,Low,4,3-6,Low,16.25,High
8898,Nissan,12999.0,crossover,130.0,2.0,Petrol,yes,2008,Qashqai,full,Low,8,6-10,Moderate,16.25,High
8899,Toyota,14200.0,sedan,31.0,1.6,Petrol,yes,2014,Corolla,front,Low,2,1-3,Moderate,15.5,High
8900,Subaru,13500.0,hatch,62.0,2.0,Petrol,yes,2010,XV,full,Low,6,3-6,Moderate,10.33,Moderate
8901,Volkswagen,12999.0,van,160.0,2.0,Diesel,yes,2011,T6 (Transporter) пасс.,front,Low,5,3-6,Moderate,32.0,Extreme
8902,Jeep,12500.0,crossover,152.0,2.4,Petrol,yes,2008,Patriot,full,Moderate,8,6-10,Moderate,19.0,High
8903,Isuzu,13960.0,other,122.0,2.5,Diesel,yes,2011,D-Max,full,Moderate,5,3-6,Moderate,24.4,High
8904,Audi,13333.0,other,178.0,2.0,Diesel,yes,2008,A6,front,Low,8,6-10,Moderate,22.25,High
8906,Skoda,8800.0,sedan,20.0,1.6,Petrol,yes,2007,Octavia A5,front,Low,9,6-10,Low,2.22,Low
8907,Chevrolet,6300.0,vagon,138.0,1.8,Petrol,yes,2009,Lacetti,front,Low,7,6-10,Low,19.71,High
8908,Nissan,20999.0,crossover,69.0,1.6,Petrol,yes,2014,Juke Nismo,full,Low,2,1-3,Moderate,34.5,Extreme
8909,Toyota,13700.0,sedan,48.0,1.4,Diesel,yes,2013,Corolla,front,Low,3,1-3,Moderate,16.0,High
8910,Audi,19500.0,crossover,186.0,4.2,Petrol,yes,2006,Q7,full,High,10,6-10,Moderate,18.6,High
8911,Mercedes-Benz,4150.0,other,277.0,2.2,Diesel,yes,2000,Vito пасс.,front,Moderate,16,10-29,Low,17.31,High
8912,Toyota,12500.0,sedan,138.0,3.5,Petrol,yes,2007,Camry,front,Moderate,9,6-10,Moderate,15.33,High
8913,Lexus,33700.0,crossover,82.0,3.5,Other,yes,2010,RX 450,full,Moderate,6,3-6,Moderate,13.67,Moderate
8914,Kia,11500.0,other,110.0,2.0,Petrol,yes,2012,Koup,front,Low,4,3-6,Moderate,27.5,Extreme
8915,BMW,9900.0,other,93.0,2.5,Petrol,yes,2003,Z4,rear,Moderate,13,10-29,Low,7.15,Low
8916,Audi,39800.0,sedan,180.0,4.2,Other,yes,2012,A8,full,High,4,3-6,Moderate,45.0,Extreme
8917,VAZ,1000.0,sedan,10.0,1.1,Petrol,yes,1982,2101,rear,Low,34,30+,Low,0.29,Low
8918,Mazda,6700.0,hatch,170.0,1.6,Petrol,yes,2004,3,front,Low,12,10-29,Low,14.17,Moderate
8919,Acura,38200.0,sedan,4.0,2.4,Petrol,yes,2015,TLX,front,Moderate,1,0-1,Moderate,4.0,Low
8920,BMW,39900.0,sedan,5.0,2.0,Petrol,yes,2016,520,rear,Low,0,0-1,Moderate,0.0,Low
8921,Toyota,12200.0,sedan,157.0,2.4,Gas,yes,2009,Camry,front,Moderate,7,6-10,Moderate,22.43,High
8922,BMW,115800.0,crossover,4.0,3.0,Diesel,yes,2016,X5 M,full,Moderate,0,0-1,Extreme,0.0,Low
8923,Citroen,11500.0,hatch,100.0,1.6,Diesel,yes,2013,C4,front,Low,3,1-3,Moderate,33.33,Extreme
8924,Audi,7950.0,vagon,167.0,2.5,Diesel,yes,2000,A6,full,Moderate,16,10-29,Low,10.44,Moderate
8925,Honda,18700.0,sedan,75.0,2.0,Gas,yes,2011,Accord,front,Low,5,3-6,Moderate,15.0,Moderate
8926,Volkswagen,8500.0,hatch,141.0,2.0,Petrol,yes,2000,Beetle,front,Low,16,10-29,Low,8.81,Low
8927,Kia,6800.0,sedan,115.0,1.4,Gas,yes,2008,Rio,front,Low,8,6-10,Low,14.38,Moderate
8928,Chevrolet,4999.0,sedan,150.0,1.6,Gas,yes,2008,Aveo,front,Low,8,6-10,Low,18.75,High
8929,Audi,2300.0,vagon,25.0,2.5,Diesel,no,1999,A6,front,Moderate,17,10-29,Low,1.47,Low
8930,Hyundai,19500.0,crossover,65.0,2.0,Diesel,yes,2011,IX35,full,Low,5,3-6,Moderate,13.0,Moderate
8931,Toyota,12400.0,hatch,52.0,1.4,Other,yes,2012,Prius,front,Low,4,3-6,Moderate,13.0,Moderate
8932,Honda,11000.0,hatch,74.0,1.4,Other,yes,2010,Civic,front,Low,6,3-6,Moderate,12.33,Moderate
8933,Honda,11000.0,hatch,74.0,1.4,Other,yes,2010,Insight,front,Low,6,3-6,Moderate,12.33,Moderate
8934,Honda,13300.0,hatch,53.0,1.4,Other,yes,2012,Insight,front,Low,4,3-6,Moderate,13.25,Moderate
8935,Opel,19200.0,hatch,54.0,1.4,Other,yes,2012,Ampera,front,Low,4,3-6,Moderate,13.5,Moderate
8936,Toyota,11000.0,hatch,74.0,1.4,Other,yes,2010,Prius,front,Low,6,3-6,Moderate,12.33,Moderate
8937,Toyota,19200.0,hatch,54.0,1.4,Other,yes,2012,Prius,front,Low,4,3-6,Moderate,13.5,Moderate
8938,Chevrolet,19200.0,hatch,54.0,1.4,Other,yes,2012,Volt,front,Low,4,3-6,Moderate,13.5,Moderate
8939,Hyundai,20300.0,crossover,83.0,2.0,Diesel,yes,2011,IX35,full,Low,5,3-6,Moderate,16.6,High
8940,Honda,12400.0,hatch,52.0,1.4,Other,yes,2012,Insight,front,Low,4,3-6,Moderate,13.0,Moderate
8941,Volkswagen,21000.0,vagon,58.0,2.0,Diesel,yes,2013,Passat B7,front,Low,3,1-3,Moderate,19.33,High
8942,Skoda,16999.0,hatch,57.0,1.8,Petrol,yes,2013,Octavia A7,front,Low,3,1-3,Moderate,19.0,High
8943,Skoda,16999.0,sedan,57.0,1.8,Petrol,yes,2013,Octavia A7,front,Low,3,1-3,Moderate,19.0,High
8944,Ford,1190.0,hatch,111.0,1.4,Petrol,yes,1988,Escort,front,Low,28,10-29,Low,3.96,Low
8945,MG,8199.0,hatch,21.0,1.5,Petrol,yes,2014,5,front,Low,2,1-3,Low,10.5,Moderate
8946,GMC,11999.0,crossover,100.0,3.6,Petrol,yes,2007,Acadia,full,Moderate,9,6-10,Moderate,11.11,Moderate
8947,Volkswagen,4200.0,van,210.0,2.0,Diesel,no,2004,Touran,front,Low,12,10-29,Low,17.5,High
8948,Mercedes-Benz,32500.0,crossover,254.0,3.2,Diesel,yes,2008,GL 320,full,Moderate,8,6-10,Moderate,31.75,Extreme
8949,Nissan,4700.0,sedan,230.0,3.0,Petrol,yes,2001,Maxima,front,Moderate,15,10-29,Low,15.33,High
8950,Renault,9000.0,vagon,179.0,1.5,Diesel,yes,2010,Megane,front,Low,6,3-6,Low,29.83,Extreme
8951,Nissan,1650.0,sedan,234.0,1.8,Petrol,yes,1984,Stanza,front,Low,32,30+,Low,7.31,Low
8952,Mitsubishi,7699.0,crossover,254.0,3.0,Petrol,yes,2002,Pajero Sport,full,Moderate,14,10-29,Low,18.14,High
8953,Volkswagen,8900.0,hatch,90.0,1.9,Diesel,yes,2009,Golf V,front,Low,7,6-10,Low,12.86,Moderate
8954,Mitsubishi,25999.0,crossover,86.0,3.2,Diesel,yes,2011,Pajero Wagon,full,Moderate,5,3-6,Moderate,17.2,High
8955,Chevrolet,23200.0,crossover,64.0,2.2,Diesel,yes,2013,Captiva,full,Moderate,3,1-3,Moderate,21.33,High
8956,Toyota,11750.0,sedan,93.0,1.6,Petrol,yes,2013,Corolla,front,Low,3,1-3,Moderate,31.0,Extreme
8957,Mercedes-Benz,8700.0,other,260.0,2.2,Diesel,yes,2003,Sprinter 213 пасс.,rear,Moderate,13,10-29,Low,20.0,High
8958,Kia,11111.0,sedan,107.0,2.0,Gas,yes,2008,Magentis,front,Low,8,6-10,Moderate,13.38,Moderate
8959,Mercedes-Benz,12900.0,sedan,255.0,2.7,Diesel,yes,2003,E-Class,rear,Moderate,13,10-29,Moderate,19.62,High
8960,Volkswagen,9700.0,vagon,130.0,1.6,Gas,yes,2008,Golf Variant,front,Low,8,6-10,Low,16.25,High
8961,Citroen,6700.0,van,161.0,1.4,Diesel,yes,2009,Nemo пасс.,front,Low,7,6-10,Low,23.0,High
8962,Suzuki,11400.0,crossover,127.0,2.0,Petrol,yes,2008,Grand Vitara,full,Low,8,6-10,Moderate,15.88,High
8963,Honda,20500.0,sedan,92.0,2.4,Petrol,yes,2011,Accord,front,Moderate,5,3-6,Moderate,18.4,High
8964,Mazda,2200.0,sedan,214.0,2.0,Petrol,no,1996,Xedos 6,front,Low,20,10-29,Low,10.7,Moderate
8965,Skoda,2100.0,vagon,300.0,1.3,Gas,yes,1996,Felicia,front,Low,20,10-29,Low,15.0,Moderate
8966,Opel,499.0,sedan,230.0,1.6,Petrol,no,1996,Vectra B,front,Low,20,10-29,Low,11.5,Moderate
8967,Mazda,6250.0,hatch,191.0,2.0,Petrol,yes,2004,3,front,Low,12,10-29,Low,15.92,High
8968,VAZ,2000.0,sedan,200.0,1.5,Petrol,yes,2001,2115,front,Low,15,10-29,Low,13.33,Moderate
